         9162875 function calls (9143498 primitive calls) in 46.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 webapp.py:51(WebTreeApplication)
        1    0.000    0.000    0.141    0.141 _phyloxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:156(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1016(getwriter)
        1    0.000    0.000    0.000    0.000 :0(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 :0(isalnum)
        4    0.000    0.000    0.000    0.000 :0(isascii)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:117(GeneratedsSuper)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:289(GDSParseError)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:300(MixedContainer)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:366(MemberSpec_)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:395(Phyloxml)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:475(Phylogeny)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:785(Clade)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1193(Taxonomy)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1417(Sequence)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1657(MolSeq)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1739(Accession)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1814(DomainArchitecture)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1909(ProteinDomain)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2039(Events)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2185(BinaryCharacters)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2389(BinaryCharacterList)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2465(Reference)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2544(Annotation)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2735(Property)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2892(Uri)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2983(Confidence)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3058(Id)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3132(Distribution)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3257(Point)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3394(Polygon)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3473(Date)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3611(BranchColor)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3718(SequenceRelation)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3843(CladeRelation)
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:53(PhyloxmlTree)
        1    0.000    0.000    0.000    0.000 __init__.py:47(Phyloxml)
        1    0.000    0.000    0.000    0.000 _nexml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:117(GeneratedsSuper)
        1    0.000    0.000    0.000    0.000 _nexml.py:289(GDSParseError)
        1    0.000    0.000    0.000    0.000 _nexml.py:300(MixedContainer)
        1    0.000    0.000    0.000    0.000 _nexml.py:366(MemberSpec_)
        1    0.000    0.000    0.000    0.000 _nexml.py:395(Base)
        1    0.000    0.000    0.000    0.000 _nexml.py:477(Meta)
        1    0.000    0.000    0.000    0.000 _nexml.py:538(ResourceMeta)
        1    0.000    0.000    0.000    0.000 _nexml.py:667(LiteralMeta)
        1    0.000    0.000    0.000    0.000 _nexml.py:773(attrExtensions)
        1    0.000    0.000    0.000    0.000 _nexml.py:850(AbstractMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:933(DNAMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:990(AAMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:1047(RNAMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:1104(StandardMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:1161(Annotated)
        1    0.000    0.000    0.000    0.000 _nexml.py:1275(Nexml)
        1    0.000    0.000    0.000    0.000 _nexml.py:1463(AbstractObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:1591(AbstractSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:1719(AbstractFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:1889(ContinuousObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:1997(ContinuousSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2105(ContinuousFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:2214(Labelled)
        1    0.000    0.000    0.000    0.000 _nexml.py:2291(StandardObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2399(StandardSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2507(StandardFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:2643(RNAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2751(RNASeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2859(RNAFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:2994(RestrictionObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3102(RestrictionSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3210(RestrictionFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:3346(AAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3454(AASeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3562(AAFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:3698(DNAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3806(DNASeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3914(DNAFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:4049(AbstractObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:4143(ContinuousObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:4273(IDTagged)
        1    0.000    0.000    0.000    0.000 _nexml.py:4350(Taxa)
        1    0.000    0.000    0.000    0.000 _nexml.py:4462(Taxon)
        1    0.000    0.000    0.000    0.000 _nexml.py:4522(AbstractTrees)
        1    0.000    0.000    0.000    0.000 _nexml.py:4688(AbstractNetwork)
        1    0.000    0.000    0.000    0.000 _nexml.py:4855(AbstractTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:5049(AbstractRootEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:5142(AbstractEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:5247(IntTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:5438(FloatTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:5629(TreeIntRootEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:5740(TreeIntEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:5851(TreeFloatRootEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:5962(TreeFloatEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:6073(StandardObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:6195(RNAObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:6318(RestrictionObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:6441(AAObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:6564(DNAObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:6687(AbstractChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:6813(AbstractStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:7019(AbstractState)
        1    0.000    0.000    0.000    0.000 _nexml.py:7098(ContinuousChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:7253(AbstractSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:7313(TaxaLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:7389(OptionalTaxonLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:7465(TaxonLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:7541(IntNetwork)
        1    0.000    0.000    0.000    0.000 _nexml.py:7676(FloatNetwork)
        1    0.000    0.000    0.000    0.000 _nexml.py:7811(NetworkIntEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:7922(NetworkFloatEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:8033(AbstractNode)
        1    0.000    0.000    0.000    0.000 _nexml.py:8116(TreeNode)
        1    0.000    0.000    0.000    0.000 _nexml.py:8210(Trees)
        1    0.000    0.000    0.000    0.000 _nexml.py:8376(StandardChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:8545(StandardStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:8747(StandardState)
        1    0.000    0.000    0.000    0.000 _nexml.py:8864(RNAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:9033(RNAStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:9235(RNAState)
        1    0.000    0.000    0.000    0.000 _nexml.py:9313(RestrictionChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:9482(RestrictionStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:9630(RestrictionState)
        1    0.000    0.000    0.000    0.000 _nexml.py:9709(AAState)
        1    0.000    0.000    0.000    0.000 _nexml.py:9787(AAStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:9989(AAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:10157(DNAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:10325(DNAStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:10527(DNAState)
        1    0.000    0.000    0.000    0.000 _nexml.py:10605(AbstractBlock)
        1    0.000    0.000    0.000    0.000 _nexml.py:10693(AbstractObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:10822(AbstractSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:10901(AbstractUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11005(ContinuousMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:11154(ContinuousMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:11266(NodeAndRootEdgeAndEdgeSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11368(TreeAndNetworkSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11456(CellSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11530(RowSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11604(CharSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11678(StateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11780(TaxonSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:11854(NetworkNode)
        1    0.000    0.000    0.000    0.000 _nexml.py:11948(StandardMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12096(StandardMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12208(StandardUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:12304(RNAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12453(RNAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12565(RNAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:12665(RestrictionMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12814(RestrictionMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:12927(AAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:13076(AAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:13189(AAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:13288(DNAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:13437(DNAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:13549(DNAUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:13650(AbstractCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:13738(AbstractSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:13826(AbstractPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:13930(ContinuousCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:14057(ContinuousSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:14184(StandardCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:14311(StandardSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:14438(StandardPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:14547(RnaCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:14674(RnaSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:14800(RNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:14927(RestrictionCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:15054(RestrictionSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:15181(ProteinCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:15308(ProteinSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:15435(AAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:15561(DnaCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:15688(DnaSeqs)
        1    0.000    0.000    0.000    0.000 _nexml.py:15814(DNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:47(Children)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:53(NexmlTree)
        1    0.000    0.000    0.000    0.000 __init__.py:49(Nexml)
        1    0.000    0.000    0.016    0.016 arraytable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text_arraytable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraytable.py:54(ArrayTable)
        1    0.000    0.000    0.000    0.000 clustertree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustvalidation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustertree.py:51(ClusterNode)
        1    0.000    0.000    0.000    0.000 phylomeDB3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layouts.py:1(<module>)
        1    0.000    0.000    0.141    0.141 newickreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:30(ImmutableTaxonNamespaceError)
        1    0.000    0.000    0.000    0.000 error.py:34(DataParseError)
        1    0.000    0.000    0.000    0.000 error.py:71(UnsupportedSchemaError)
        1    0.000    0.000    0.000    0.000 error.py:76(UnspecifiedSchemaError)
        1    0.000    0.000    0.000    0.000 error.py:81(UnspecifiedSourceError)
        1    0.000    0.000    0.000    0.000 error.py:86(TooManyArgumentsError)
        1    0.000    0.000    0.000    0.000 error.py:97(InvalidArgumentValueError)
        1    0.000    0.000    0.000    0.000 error.py:104(MultipleInitializationSourceError)
        1    0.000    0.000    0.000    0.000 error.py:110(TaxonNamespaceIdentityError)
        1    0.000    0.000    0.000    0.000 error.py:118(SingleTaxonAssemblageException)
        1    0.000    0.000    0.000    0.000 error.py:122(NullAssemblageException)
        1    0.000    0.000    0.000    0.000 error.py:126(MixedRootingError)
        1    0.000    0.000    0.000    0.000 error.py:130(TaxonNamespaceReconstructionError)
        1    0.000    0.000    0.000    0.000 error.py:134(UltrametricityError)
        1    0.000    0.000    0.000    0.000 error.py:138(ProcessFailedException)
        1    0.000    0.000    0.000    0.000 error.py:143(TreeSimTotalExtinctionException)
        1    0.000    0.000    0.000    0.000 error.py:148(NullLeafSetException)
        1    0.000    0.000    0.000    0.000 error.py:153(SeedNodeDeletionException)
        1    0.000    0.000    0.000    0.000 error.py:158(InvalidMultispeciesCoalescentStructureError)
        1    0.000    0.000    0.000    0.000 error.py:163(ExternalServiceError)
        1    0.000    0.000    0.000    0.000 error.py:199(LibraryDependencyError)
        1    0.000    0.000    0.000    0.000 deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metavar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecate.py:31(CriticalDeprecationWarning)
        1    0.000    0.000    0.000    0.000 textprocessing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:26(Tokenizer)
        1    0.000    0.000    0.000    0.000 tokenizer.py:31(TokenizerError)
        1    0.000    0.000    0.000    0.000 tokenizer.py:44(UnterminatedQuoteError)
        1    0.000    0.000    0.000    0.000 tokenizer.py:57(UnexpectedEndOfStreamError)
        1    0.000    0.000    0.094    0.094 nexusprocessing.py:1(<module>)
        1    0.000    0.000    0.016    0.016 decimal.py:1(<module>)
        1    0.000    0.000    0.016    0.016 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        3    0.000    0.000    0.000    0.000 :0(register_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 container.py:37(OrderedSet)
        1    0.000    0.000    0.000    0.000 container.py:219(NormalizedBitmaskDict)
        1    0.000    0.000    0.000    0.000 container.py:362(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 container.py:442(OrderedCaselessDict)
        1    0.000    0.000    0.000    0.000 container.py:612(FrozenOrderedDict)
        1    0.000    0.000    0.000    0.000 container.py:614(ImmutableTypeError)
        1    0.000    0.000    0.000    0.000 container.py:689(DataTable)
        1    0.000    0.000    0.000    0.000 container.py:955(_ContainerInterface)
        1    0.000    0.000    0.000    0.000 container.py:1063(RecastingIterator)
        1    0.000    0.000    0.000    0.000 container.py:1102(ItemAttributeProxyList)
        1    0.000    0.000    0.000    0.000 container.py:1141(ItemSublistProxyList)
        1    0.000    0.000    0.047    0.047 basemodel.py:1(<module>)
        1    0.000    0.000    0.031    0.031 bibtex.py:1(<module>)
        1    0.000    0.000    0.031    0.031 bibtex.py:97(BibTexEntry)
        1    0.000    0.000    0.000    0.000 bibtex.py:298(BibTexDb)
        1    0.000    0.000    0.000    0.000 urlio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 basemodel.py:60(DataObject)
        1    0.000    0.000    0.000    0.000 basemodel.py:119(Deserializable)
        1    0.000    0.000    0.000    0.000 basemodel.py:290(MultiReadable)
        1    0.000    0.000    0.000    0.000 basemodel.py:482(NonMultiReadable)
        1    0.000    0.000    0.000    0.000 basemodel.py:519(Serializable)
        1    0.000    0.000    0.000    0.000 basemodel.py:631(Annotable)
        1    0.000    0.000    0.000    0.000 basemodel.py:801(Annotation)
        1    0.000    0.000    0.000    0.000 basemodel.py:961(AnnotationSet)
        1    0.000    0.000    0.000    0.000 nexusprocessing.py:37(NexusTokenizer)
        1    0.000    0.000    0.000    0.000 nexusprocessing.py:136(NexusTaxonSymbolMapper)
        1    0.000    0.000    0.000    0.000 ioservice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bitprocessing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:172(TaxonNamespaceAssociated)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:427(TaxonNamespace)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:1634(TaxonSet)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:1651(Taxon)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:1759(TaxonNamespacePartition)
        1    0.000    0.000    0.000    0.000 taxonmodel.py:1913(TaxonNamespaceMapping)
        1    0.000    0.000    0.000    0.000 ioservice.py:39(IOService)
        1    0.000    0.000    0.000    0.000 ioservice.py:77(DataReader)
        1    0.000    0.000    0.000    0.000 ioservice.py:417(DataWriter)
        1    0.000    0.000    0.000    0.000 ioservice.py:535(DataYielder)
        1    0.000    0.000    0.000    0.000 ioservice.py:593(TreeDataYielder)
        1    0.000    0.000    0.000    0.000 newickreader.py:36(NewickReader)
        1    0.000    0.000    0.000    0.000 newickreader.py:44(NewickReaderError)
        1    0.000    0.000    0.000    0.000 newickreader.py:55(NewickReaderInvalidTokenError)
        1    0.000    0.000    0.000    0.000 newickreader.py:67(NewickReaderMalformedStatementError)
        1    0.000    0.000    0.000    0.000 newickreader.py:79(NewickReaderIncompleteTreeStatementError)
        1    0.000    0.000    0.000    0.000 newickreader.py:91(NewickReaderInvalidValueError)
        1    0.000    0.000    0.000    0.000 newickreader.py:103(NewickReaderDuplicateTaxonError)
        1    0.000    0.000    0.000    0.000 newickwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 newickwriter.py:35(NewickWriter)
        1    0.000    0.000    0.000    0.000 newickyielder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 newickyielder.py:29(NewickTreeDataYielder)
        1    0.000    0.000    0.000    0.000 fastareader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fastareader.py:28(FastaReader)
        1    0.000    0.000    0.000    0.000 fastareader.py:111(DnaFastaReader)
        1    0.000    0.000    0.000    0.000 fastareader.py:123(RnaFastaReader)
        1    0.000    0.000    0.000    0.000 fastareader.py:135(ProteinFastaReader)
        1    0.000    0.000    0.000    0.000 fastawriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fastawriter.py:25(FastaWriter)
        1    0.000    0.000    0.000    0.000 nexusreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nexusreader.py:35(NexusReader)
        1    0.000    0.000    0.000    0.000 nexusreader.py:38(BlockTerminatedException)
        1    0.000    0.000    0.000    0.000 nexusreader.py:41(NexusReaderError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:52(NotNexusFileError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:63(LinkRequiredError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:74(NoCharacterBlocksFoundError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:85(UndefinedBlockError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:96(MultipleBlockWithSameTitleError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:107(InvalidCharacterStateSymbolError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:118(InvalidContinuousCharacterValueError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:129(TooManyTaxaError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:148(UndefinedTaxonError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:165(TooManyCharactersError)
        1    0.000    0.000    0.000    0.000 nexusreader.py:181(IncompleteBlockError)
        1    0.000    0.000    0.016    0.016 nexuswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nexuswriter.py:36(NexusWriter)
        1    0.000    0.000    0.000    0.000 nexusyielder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nexusyielder.py:32(NexusTreeDataYielder)
        1    0.000    0.000    0.000    0.000 nexusyielder.py:178(NexusNewickTreeDataYielder)
        1    0.000    0.000    0.125    0.125 nexmlreader.py:1(<module>)
        1    0.000    0.000    0.016    0.016 xmlprocessing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1105(_ListDataStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1272(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1384(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1506(XMLParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1767(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 :0(_set_factories)
        1    0.000    0.000    0.000    0.000 xmlprocessing.py:27(XmlNamespaces)
        1    0.000    0.000    0.000    0.000 xmlprocessing.py:40(XmlObject)
        1    0.000    0.000    0.000    0.000 xmlprocessing.py:75(XmlElement)
        1    0.000    0.000    0.000    0.000 xmlprocessing.py:129(XmlDocument)
        1    0.000    0.000    0.094    0.094 charstatemodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:38(StateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:904(StateIdentity)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1188(DnaStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1228(RnaStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1268(NucleotideStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1308(ProteinStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1342(BinaryStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1380(RestrictionSitesStateAlphabet)
        1    0.000    0.000    0.000    0.000 charstatemodel.py:1388(InfiniteSitesStateAlphabet)
        1    0.000    0.000    0.016    0.016 charstatemodel.py:1190(__init__)
       92    0.000    0.000    0.000    0.000 basemodel.py:73(_set_label)
       44    0.000    0.000    0.031    0.001 charstatemodel.py:267(new_fundamental_state)
      365    0.000    0.000    0.000    0.000 charstatemodel.py:650(state_iter)
       84    0.000    0.000    0.000    0.000 charstatemodel.py:913(__init__)
       72    0.000    0.000    0.031    0.000 charstatemodel.py:443(new_symbol_synonym)
     2899    0.000    0.000    0.000    0.000 charstatemodel.py:1131(_get_symbol_synonyms)
       40    0.000    0.000    0.031    0.001 charstatemodel.py:304(new_ambiguous_state)
       40    0.000    0.000    0.031    0.001 charstatemodel.py:376(new_multistate)
       36    0.000    0.000    0.016    0.000 charstatemodel.py:246(_direct_get_fundamental_states_for_symbols)
      116    0.000    0.000    0.000    0.000 charstatemodel.py:1075(_get_fundamental_states)
      188    0.000    0.000    0.000    0.000 charstatemodel.py:967(__hash__)
        7    0.000    0.000    0.000    0.000 charstatemodel.py:477(compile_lookup_mappings)
        7    0.000    0.000    0.000    0.000 charstatemodel.py:522(compile_symbol_lookup_mappings)
        4    0.000    0.000    0.000    0.000 charstatemodel.py:618(_get_no_data_symbol)
      156    0.000    0.000    0.000    0.000 charstatemodel.py:516(_set_symbol_mapping)
       35    0.000    0.000    0.000    0.000 container.py:618(__init__)
      368    0.000    0.000    0.000    0.000 container.py:623(__setitem__)
